ID,Cena,Powierzchnia,Cena za metr,Pokoje,Ulica,Dzielnica,Obszar administracyjny,Miasto,Województwo,Piętro,Winda,Czynsz,Tytuł,Link
67145460,315 000 zł,28.36m²,11 107 zł/m²,1,,Łazarz, Grunwald, Poznań, wielkopolskie,3 piętro,nie,277 zł,"Kawalerka | 28,36m2 | Łazarz ul. Załęże",https://www.otodom.pl/pl/oferta/kawalerka-28-36m2-lazarz-ul-zaleze-ID4xJBi
66984628,280 000 zł,30.16m²,9 284 zł/m²,2,ul. Jana Żupańskiego, Wilda, Wilda, Poznań, wielkopolskie,4 piętro,nie,375 zł,Mieszkanie w kamienicy pod inwestycje!,https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-pod-inwestycje-ID4x3Le
67212220,200 000 zł,27.76m²,7 205 zł/m²,1,ul. Krótka, Główna, Nowe Miasto, Poznań, wielkopolskie,2 piętro,nie,0 zł,Kawalerka w okolicy Ronda Śródka - ul. Krótka 2.,https://www.otodom.pl/pl/oferta/kawalerka-w-okolicy-ronda-srodka-ul-krotka-2-ID4y0Y4
67151776,338 300 zł,29.56m²,11 445 zł/m²,1,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,parter,tak,brak informacji,Naramowice - Blisko Tramwaj. Nowe Deweloperskie,https://www.otodom.pl/pl/oferta/naramowice-blisko-tramwaj-nowe-deweloperskie-ID4xLfa
67151775,316 100 zł,26.45m²,11 951 zł/m²,1,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,2 piętro,tak,brak informacji,Naramowice - Blisko Tramwaj. Nowe Deweloperskie,https://www.otodom.pl/pl/oferta/naramowice-blisko-tramwaj-nowe-deweloperskie-ID4xLf9
67211671,300 000 zł,27m²,11 111 zł/m²,1,,Smochowice, Jeżyce, Poznań, wielkopolskie,3 piętro,tak,380 zł,Kawalerka na sprzedaż,https://www.otodom.pl/pl/oferta/kawalerka-na-sprzedaz-ID4y0Pd
67211079,330 000 zł,32m²,10 313 zł/m²,1,os. Wichrowe Wzgórze, Winogrady, Stare Miasto, Poznań, wielkopolskie,4 piętro,tak,700 zł,JASNA kawalerka z osobną kuchnią – gotowa do wprowadzenia! BALKON,https://www.otodom.pl/pl/oferta/jasna-kawalerka-z-osobna-kuchnia-gotowa-do-wprowadzenia-balkon-ID4y0FF
67210814,270 000 zł,32.2m²,8 385 zł/m²,1,ul. Ułańska, Grunwald, Grunwald, Poznań, wielkopolskie,4 piętro,nie,brak informacji,"Poddasze docelowo mieszkalne, duży potencjał!",https://www.otodom.pl/pl/oferta/poddasze-docelowo-mieszkalne-duzy-potencjal-ID4y0Bo
67150238,345 000 zł,29.26m²,11 791 zł/m²,1,,Naramowice, Stare Miasto, Poznań, wielkopolskie,2 piętro,tak,0,Kawalerka z balkonem w okazyjnej cenie,https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-w-okazyjnej-cenie-ID4xKQm
66713231,312 900 zł,28.3m²,11 057 zł/m²,1,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,parter,tak,brak informacji,1-pokojowe mieszkanie 28m2 Bez Pośredników,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-bez-posrednikow-ID4wW9R
67209417,304 800 zł,28.3m²,10 770 zł/m²,1,,Naramowice, Stare Miasto, Poznań, wielkopolskie,2 piętro,tak,0,Kawalerka z balkonem od developera Naramowice,https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-od-developera-naramowice-ID4y0eR
67208594,299 000 zł,34.84m²,8 582 zł/m²,2,ul. Polna, Jeżyce, Jeżyce, Poznań, wielkopolskie,poddasze,nie,500 zł,"Mieszkanie 34,84 m² wraz z piwnicą - Jeżyce, Polna 44 - BEZPOŚREDNIO!",https://www.otodom.pl/pl/oferta/mieszkanie-34-84-m-wraz-z-piwnica-jezyce-polna-44-bezposrednio-ID4y01A
67208558,292 000 zł,20.79m²,14 045 zł/m²,1,ul. Bolesława Limanowskiego, Łazarz, Grunwald, Poznań, wielkopolskie,5 piętro,nie,524 zł,kawalerka gotowa do wprowadzenia Łazarz-Grunwald,https://www.otodom.pl/pl/oferta/kawalerka-gotowa-do-wprowadzenia-lazarz-grunwald-ID4y010
65925128,319 000 zł,46.94m²,6 796 zł/m²,1,ul. Piotra Wawrzyniaka, Jeżyce, Jeżyce, Poznań, wielkopolskie,3 piętro,nie,320 zł,Okazja inwestycyjna - poddasze w sercu Jeżyc,https://www.otodom.pl/pl/oferta/okazja-inwestycyjna-poddasze-w-sercu-jezyc-ID4sC8v
67171394,339 000 zł,26m²,13 038 zł/m²,1,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,1 piętro,tak,300 zł,Nowoczesna kawalerka z balkonem !,https://www.otodom.pl/pl/oferta/nowoczesna-kawalerka-z-balkonem-ID4xQlA
67204588,300 900 zł,27.29m²,11 026 zł/m²,1,,Naramowice, Stare Miasto, Poznań, wielkopolskie,1 piętro,tak,0,Kawalerka z balkonem  - idealna lokata kapitału,https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-idealna-lokata-kapitalu-ID4xYYY
67202515,299 000 zł,26.24m²,11 395 zł/m²,1,ul. Osinowa, Dębiec, Wilda, Poznań, wielkopolskie,4 piętro,nie,brak informacji,"Dębiec, ul. Osinowa, kawalerka do wejścia! CEGŁA!1960'",https://www.otodom.pl/pl/oferta/debiec-ul-osinowa-kawalerka-do-wejscia-cegla-1960-ID4xYrx
67139430,349 000 zł,29.33m²,11 899 zł/m²,1,ul. Główna, Główna, Nowe Miasto, Poznań, wielkopolskie,1 piętro,nie,250 zł,Nowa cena | Kawalerka | Balkon,https://www.otodom.pl/pl/oferta/nowa-cena-kawalerka-balkon-ID4xI22
67129349,335 000 zł,32m²,10 469 zł/m²,1,ul. Augustyna Szamarzewskiego, Jeżyce, Jeżyce, Poznań, wielkopolskie,4 piętro,nie,260 zł,Poznań – Jeżyce | Kawalerka 32 m² w remontowanej kamienicy,https://www.otodom.pl/pl/oferta/poznan-jezyce-kawalerka-32-m-w-remontowanej-kamienicy-ID4xFpr
65988827,249 000 zł,20m²,12 450 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,parter,nie,300 zł,"Nadolnik - lokal gotowy do wejścia, 20 m2",https://www.otodom.pl/pl/oferta/nadolnik-lokal-gotowy-do-wejscia-20-m2-ID4sSHW
67199120,345 000 zł,32m²,10 781 zł/m²,1,os. Zwycięstwa, Winogrady, Stare Miasto, Poznań, wielkopolskie,5 piętro,tak,650 zł,Kawalerka na Osiedlu Zwycięstwa-wolna od zaraz!,https://www.otodom.pl/pl/oferta/kawalerka-na-osiedlu-zwyciestwa-wolna-od-zaraz-ID4xXyM
67147829,299 999 zł,27.29m²,10 993 zł/m²,1,,Naramowice, Stare Miasto, Poznań, wielkopolskie,1 piętro,tak,300 zł,Okazja! - Najtańsza kawalerka w mieście!,https://www.otodom.pl/pl/oferta/okazja-najtansza-kawalerka-w-miescie-ID4xKdw
67193622,335 000 zł,32m²,10 469 zł/m²,1,,Winogrady, Stare Miasto, Poznań, wielkopolskie,10 piętro,tak,650 zł,"Kawalerka - os.Zwycięstwa 32m2 piwnica,balkon-bardzo dobra lokalizacja",https://www.otodom.pl/pl/oferta/kawalerka-os-zwyciestwa-32m2-piwnica-balkon-bardzo-dobra-lokalizacja-ID4xV86
67192820,349 000 zł,26.02m²,13 413 zł/m²,1,ul. Ziarnista, Winogrady, Stare Miasto, Poznań, wielkopolskie,parter,tak,brak informacji,Kawalerka - TANIEJ niż u dewelopera - Tramwaj 3 minuty - Winogrady,https://www.otodom.pl/pl/oferta/kawalerka-taniej-niz-u-dewelopera-tramwaj-3-minuty-winogrady-ID4xWWa
67192169,258 376 zł,28.75m²,8 987 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,2 piętro,tak,brak informacji,"Mieszkanie, 28,75 m², Poznań",https://www.otodom.pl/pl/oferta/mieszkanie-28-75-m-poznan-ID4xWKF
67192167,308 056 zł,42.24m²,7 293 zł/m²,2,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,4 piętro,tak,brak informacji,"Mieszkanie, 42,24 m², Poznań",https://www.otodom.pl/pl/oferta/mieszkanie-42-24-m-poznan-ID4xWKD
66906020,220 000 zł,26.5m²,8 302 zł/m²,1,,Stare Miasto, Stare Miasto, Poznań, wielkopolskie,1 piętro,tak,200 zł,Mieszkanie w Gwiazdowie,https://www.otodom.pl/pl/oferta/mieszkanie-w-gwiazdowie-ID4vJjm
67191804,335 000 zł,27m²,12 407 zł/m²,1,ul. Jesienna, os. ks. Jerzego Popiełuszki, Grunwald, Poznań, wielkopolskie,2 piętro,nie,364 zł,Szybkie wydanie! W pełni umeblowane mieszkanie na Grunwaldzie!,https://www.otodom.pl/pl/oferta/szybkie-wydanie-w-pelni-umeblowane-mieszkanie-na-grunwaldzie-ID4xWEM
67191387,350 000 zł,34m²,10 294 zł/m²,2,ul. Augustyna Szamarzewskiego, Jeżyce, Jeżyce, Poznań, wielkopolskie,parter,nie,350 zł,2 pok Jeżyce ul Szamarzewskiego cegła UM,https://www.otodom.pl/pl/oferta/2-pok-jezyce-ul-szamarzewskiego-cegla-um-ID4xWy3
66454655,299 999 zł,26.3m²,11 407 zł/m²,1,ul. Szpitalna, Ogrody, Jeżyce, Poznań, wielkopolskie,5 piętro,nie,brak informacji,Kawalerka z oddzielną kuchnią przy pętli Ogrody! Ulica Szpitalna,https://www.otodom.pl/pl/oferta/kawalerka-z-oddzielna-kuchnia-przy-petli-ogrody-ulica-szpitalna-ID4uPTh
67163959,249 000 zł,26.2m²,9 504 zł/m²,2,ul. Za Groblą, Centrum, Stare Miasto, Poznań, wielkopolskie,parter,nie,300 zł,Mieszkanie inwestycyjne idealne na wynajem w CENTRUM,https://www.otodom.pl/pl/oferta/mieszkanie-inwestycyjne-idealne-na-wynajem-w-centrum-ID4xOpF
67082318,300 900 zł,27.29m²,11 026 zł/m²,1,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,1 piętro,tak,0,"Kawalerka | Super Cena | Balkon | 27,29 m | Studia",https://www.otodom.pl/pl/oferta/kawalerka-super-cena-balkon-27-29-m-studia-ID4xtaS
67189821,306 800 zł,25.62m²,11 975 zł/m²,1,,Naramowice, Stare Miasto, Poznań, wielkopolskie,2 piętro,nie,0,Super kawalerka - balkon - miejsce post. - komórka,https://www.otodom.pl/pl/oferta/super-kawalerka-balkon-miejsce-post-komorka-ID4xW8N
66292376,349 900 zł,23.85m²,14 671 zł/m²,1,os. Lotnictwa Polskiego, Wola, Jeżyce, Poznań, wielkopolskie,4 piętro,tak,brak informacji,1-pokojowe mieszkanie 23m2 Bezpośrednio,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-23m2-bezposrednio-ID4u9FS
67188868,339 000 zł,33m²,10 273 zł/m²,1,,Piątkowo, Stare Miasto, Poznań, wielkopolskie,1 piętro,nie,460 zł,"REZERWACJA  !!!! Godna  Polecenia -33 m2 , 1-piętro,Blisko PST",https://www.otodom.pl/pl/oferta/rezerwacja-godna-polecenia-33-m2-1-pietro-blisko-pst-ID4xUTq
67005183,290 000 zł,26.13m²,11 098 zł/m²,2,ul. Kolejowa, Łazarz, Grunwald, Poznań, wielkopolskie,1 piętro,nie,350 zł,Do remontu 26 m2 • Nowe instalacje i okna Okazja,https://www.otodom.pl/pl/oferta/do-remontu-26-m2-nowe-instalacje-i-okna-okazja-ID4x96L
67131905,355 000 zł,35.03m²,10 134 zł/m²,2,ul. Za Groblą, Centrum, Stare Miasto, Poznań, wielkopolskie,,nie,brak informacji,"Kawalerka w centrum, do remontu, REWITALIZACJA!",https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-do-remontu-rewitalizacja-ID4xG4F
67099192,292 000 zł,21m²,13 905 zł/m²,1,ul. Bolesława Limanowskiego, Łazarz, Grunwald, Poznań, wielkopolskie,5 piętro,nie,165 zł,Kawalerka Limanowskiego Gotowiec Inwestycyjny 7%,https://www.otodom.pl/pl/oferta/kawalerka-limanowskiego-gotowiec-inwestycyjny-7-ID4xxz2
67100145,339 000 zł,29m²,11 690 zł/m²,1,ul. Turkusowa, Winiary, Jeżyce, Poznań, wielkopolskie,8 piętro,nie,0,Kawalerka Blisko Uniwersytetu,https://www.otodom.pl/pl/oferta/kawalerka-blisko-uniwersytetu-ID4xxOp
67073749,329 000 zł,27m²,12 185 zł/m²,1,ul. Pawła Włodkowica, Ostroróg, Grunwald, Poznań, wielkopolskie,4 piętro,nie,600 zł,Kawalerka z osobną kuchnią w Poznaniu - Grunwald,https://www.otodom.pl/pl/oferta/kawalerka-z-osobna-kuchnia-w-poznaniu-grunwald-ID4xqVF
67184493,320 000 zł,27m²,11 852 zł/m²,1,os. Pod Lipami, Winogrady, Stare Miasto, Poznań, wielkopolskie,10 piętro,tak,brak informacji,DLA STUDENTÓW - Na sprzedaż kawalerka 27 m² – Osiedle Pod Lipami,https://www.otodom.pl/pl/oferta/dla-studentow-na-sprzedaz-kawalerka-27-m-osiedle-pod-lipami-ID4xTKR
67183394,330 627 zł,34.95m²,9 460 zł/m²,2,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,2 piętro,tak,brak informacji,"Mieszkanie, 34,95 m², Poznań",https://www.otodom.pl/pl/oferta/mieszkanie-34-95-m-poznan-ID4xTt8
67142917,169 000 zł,59.6m²,2 836 zł/m²,3,,Łacina, Nowe Miasto, Poznań, wielkopolskie,3 piętro,tak,1 200 zł,Mieszkanie 3 pokojowe na  3 piętrze winda TBS Katowicka,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-na-3-pietrze-winda-tbs-katowicka-ID4xIVh
67181696,211 840 zł,24.69m²,8 580 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,2 piętro,tak,brak informacji,"Mieszkanie, 24,69 m², Poznań",https://www.otodom.pl/pl/oferta/mieszkanie-24-69-m-poznan-ID4xT1K
67179806,330 000 zł,26.5m²,12 453 zł/m²,1,os. Przyjaźni, Winogrady, Stare Miasto, Poznań, wielkopolskie,10+ piętro,tak,592 zł,"Na sprzedaż kawalerka – os. Przyjaźni, Poznań (Winogrady)",https://www.otodom.pl/pl/oferta/na-sprzedaz-kawalerka-os-przyjazni-poznan-winogrady-ID4xSxg
67177827,265 000 zł,25m²,10 600 zł/m²,2,ul. Dezyderego Chłapowskiego, Wilda, Wilda, Poznań, wielkopolskie,parter,nie,172 zł,Sprzedam mieszkanie własnościowe Poznań Wilda,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-wlasnosciowe-poznan-wilda-ID4xS1l
67176193,329 000 zł,31m²,10 613 zł/m²,1,ul. Jawornicka, Junikowo, Grunwald, Poznań, wielkopolskie,4 piętro,tak,550 zł,"Kawalerka 31 m Grunwald, Bezpośrednio",https://www.otodom.pl/pl/oferta/kawalerka-31-m-grunwald-bezposrednio-ID4xRAZ
67175332,209 000 zł,20m²,10 450 zł/m²,1,ul. Rybaki, Centrum, Stare Miasto, Poznań, wielkopolskie,parter,nie,brak informacji,"Mieszkanie, 20 m², Poznań",https://www.otodom.pl/pl/oferta/mieszkanie-20-m-poznan-ID4xRn6
64695572,350 000 zł,33m²,10 606 zł/m²,2,ul. Augustyna Szamarzewskiego, Jeżyce, Jeżyce, Poznań, wielkopolskie,parter,nie,300 zł,Mieszkanie dwupokojowe w centrum jeżyc,https://www.otodom.pl/pl/oferta/mieszkanie-dwupokojowe-w-centrum-jezyc-ID4nsgY
67171892,149 000 zł,48.7m²,3 060 zł/m²,2,ul. Robocza, Wilda, Wilda, Poznań, wielkopolskie,parter,nie,1 200 zł,Mieszkanie 2 pokojowe na parterze TBS ul. Robocza,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-na-parterze-tbs-ul-robocza-ID4xQtC
67171692,260 000 zł,25.5m²,10 196 zł/m²,1,ul. Marcelego Mottego, Łazarz, Grunwald, Poznań, wielkopolskie,1 piętro,nie,brak informacji,3653/8937/OMS,https://www.otodom.pl/pl/oferta/3653-8937-oms-ID4xQqo
67171373,349 000 zł,29.33m²,11 899 zł/m²,1,ul. Główna, Zawady, Nowe Miasto, Poznań, wielkopolskie,1 piętro,nie,0,Kawalerka po kapitalnym remoncie Z Balkonem,https://www.otodom.pl/pl/oferta/kawalerka-po-kapitalnym-remoncie-z-balkonem-ID4xQlf
67170908,310 000 zł,24.4m²,12 705 zł/m²,1,os. Powstań Narodowych, Rataje, Nowe Miasto, Poznań, wielkopolskie,2 piętro,tak,590 zł,Komfortowa kawalerka na Ratajach,https://www.otodom.pl/pl/oferta/komfortowa-kawalerka-na-ratajach-ID4xQdK
67130637,299 000 zł,19.96m²,14 980 zł/m²,1,,Wilda, Wilda, Poznań, wielkopolskie,3 piętro,nie,brak informacji,Kawalerka w odnowionej kamienicy k/Green Point,https://www.otodom.pl/pl/oferta/kawalerka-w-odnowionej-kamienicy-k-green-point-ID4xFKd
67169558,338 300 zł,29.56m²,11 445 zł/m²,1,,Naramowice, Stare Miasto, Poznań, wielkopolskie,parter,tak,0,"kawalerka z ogródkiem, dobra komunikacja z centrum",https://www.otodom.pl/pl/oferta/kawalerka-z-ogrodkiem-dobra-komunikacja-z-centrum-ID4xPRY
66866506,320 000 zł,35.9m²,8 914 zł/m²,2,ul. Strzelecka, Centrum, Stare Miasto, Poznań, wielkopolskie,4 piętro,nie,400 zł,"Centrum | dla fanów skosów, belek i kamienic!",https://www.otodom.pl/pl/oferta/centrum-dla-fanow-skosow-belek-i-kamienic-ID4vz22
67167011,310 000 zł,25.5m²,12 157 zł/m²,1,os. Wichrowe Wzgórze, Winogrady, Stare Miasto, Poznań, wielkopolskie,10+ piętro,nie,570 zł,Kawalerka na sprzedaż os. Wichrowe Wzgórze,https://www.otodom.pl/pl/oferta/kawalerka-na-sprzedaz-os-wichrowe-wzgorze-ID4xPcT
67166509,314 000 zł,20m²,15 700 zł/m²,1,,Wilda, Wilda, Poznań, wielkopolskie,2 piętro,nie,brak informacji,"Wynajęta ROI 7,6% kawalerka bdb kamienica cieplik",https://www.otodom.pl/pl/oferta/wynajeta-roi-7-6-kawalerka-bdb-kamienica-cieplik-ID4xP4N
66754540,350 000 zł,27m²,12 963 zł/m²,1,ul. Żurawia, Jeżyce, Jeżyce, Poznań, wielkopolskie,1 piętro,nie,459 zł,"Kawalerka w sercu Poznania - ul. Żurawia 19/21, Poznań",https://www.otodom.pl/pl/oferta/kawalerka-w-sercu-poznania-ul-zurawia-19-21-poznan-ID4v5U8
67164669,295 000 zł,24.69m²,11 948 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,3 piętro,tak,120 zł,"Sprzedam kawalerkę 24,69 m2. Cena brutto.",https://www.otodom.pl/pl/oferta/sprzedam-kawalerke-24-69-m2-cena-brutto-ID4xOB7
67163378,278 200 zł,18.67m²,14 901 zł/m²,1,,Centrum, Stare Miasto, Poznań, wielkopolskie,parter,tak,220 zł,Ścisłe centrum ! Okazja inwestycyjna !,https://www.otodom.pl/pl/oferta/scisle-centrum-okazja-inwestycyjna-ID4xOgi
67150982,139 000 zł,30.46m²,4 563 zł/m²,2,,Jeżyce, Jeżyce, Poznań, wielkopolskie,1 piętro,nie,350 zł,"Lokal w przyziemiu Jeżyce, ogrzewanie podłogowe,",https://www.otodom.pl/pl/oferta/lokal-w-przyziemiu-jezyce-ogrzewanie-podlogowe-ID4xL2m
67150978,103 000 zł,16.34m²,6 304 zł/m²,1,,Jeżyce, Jeżyce, Poznań, wielkopolskie,1 piętro,nie,400 zł,"Lokal w przyziemiu Jeżyce, ogrzewanie podłogowe",https://www.otodom.pl/pl/oferta/lokal-w-przyziemiu-jezyce-ogrzewanie-podlogowe-ID4xL2i
67150400,319 000 zł,35.14m²,9 078 zł/m²,2,ul. Garbary, Centrum, Stare Miasto, Poznań, wielkopolskie,poddasze,nie,brak informacji,GARBARY 62 | Lokal numer 43 - klimatyczny z oknami połaciowymi,https://www.otodom.pl/pl/oferta/garbary-62-lokal-numer-43-klimatyczny-z-oknami-polaciowymi-ID4xKSY
67150351,335 000 zł,24.4m²,13 730 zł/m²,1,,Rataje, Nowe Miasto, Poznań, wielkopolskie,3 piętro,tak,brak informacji,"Powstań Narodowych, kawalerka przy Parku Rataje",https://www.otodom.pl/pl/oferta/powstan-narodowych-kawalerka-przy-parku-rataje-ID4xKSb
67150350,335 000 zł,24.4m²,13 730 zł/m²,1,os. Powstań Narodowych, Rataje, Nowe Miasto, Poznań, wielkopolskie,3 piętro,tak,brak informacji,"Powstań Narodowych, kawalerka przy Parku Rataje",https://www.otodom.pl/pl/oferta/powstan-narodowych-kawalerka-przy-parku-rataje-ID4xKSa
67150310,349 000 zł,43.3m²,8 060 zł/m²,2,ul. Garbary, Centrum, Stare Miasto, Poznań, wielkopolskie,suterena,nie,brak informacji,GARBARY 62 | Lokal nr 22 - z możliwością aranżacji na 2 lokale,https://www.otodom.pl/pl/oferta/garbary-62-lokal-nr-22-z-mozliwoscia-aranzacji-na-2-lokale-ID4xKRv
67150298,249 000 zł,30.54m²,8 153 zł/m²,2,ul. Garbary, Centrum, Stare Miasto, Poznań, wielkopolskie,suterena,nie,brak informacji,GARBARY 62 | Lokal numer 25 - idealny na działalność,https://www.otodom.pl/pl/oferta/garbary-62-lokal-numer-25-idealny-na-dzialalnosc-ID4xKRk
67149867,340 000 zł,31.75m²,10 709 zł/m²,2,ul. Kolejowa, Łazarz, Grunwald, Poznań, wielkopolskie,parter,nie,300 zł,2 pokoje do remontu na Łazarzu! Brak prowizji!,https://www.otodom.pl/pl/oferta/2-pokoje-do-remontu-na-lazarzu-brak-prowizji-ID4xKKn
67148029,299 000 zł,18.4m²,16 250 zł/m²,1,,Raszyn, Grunwald, Poznań, wielkopolskie,1 piętro,nie,610 zł,"Kawalerka 18,4m2 | Grunwald ul. Promienista",https://www.otodom.pl/pl/oferta/kawalerka-18-4m2-grunwald-ul-promienista-ID4xKgJ
67145697,300 900 zł,27.3m²,11 022 zł/m²,1,,Naramowice, Stare Miasto, Poznań, wielkopolskie,1 piętro,tak,0,Mieszkaj od 11 000/m2 – Naramowice Winogrady,https://www.otodom.pl/pl/oferta/mieszkaj-od-11-000-m2-naramowice-winogrady-ID4xJF7
67144156,340 000 zł,45.4m²,7 489 zł/m²,2,rynek Łazarski, Łazarz, Grunwald, Poznań, wielkopolskie,parter,nie,0,12 lokali o pow. 18m2 do 45m2,https://www.otodom.pl/pl/oferta/12-lokali-o-pow-18m2-do-45m2-ID4xJgg
67144155,176 000 zł,18.33m²,9 602 zł/m²,1,rynek Łazarski, Łazarz, Grunwald, Poznań, wielkopolskie,parter,nie,0,Lokale pod najem krótkoterminowy lub usługi,https://www.otodom.pl/pl/oferta/lokale-pod-najem-krotkoterminowy-lub-uslugi-ID4xJgf
67144154,199 000 zł,20.79m²,9 572 zł/m²,1,rynek Łazarski, Łazarz, Grunwald, Poznań, wielkopolskie,parter,nie,0,Lokale pod najem krótkoterminowy lub usługi,https://www.otodom.pl/pl/oferta/lokale-pod-najem-krotkoterminowy-lub-uslugi-ID4xJge
67142597,199 000 zł,43.1m²,4 617 zł/m²,2,ul. Maksymiliana Jackowskiego, Jeżyce, Jeżyce, Poznań, wielkopolskie,,nie,brak informacji,Strych na Jackowskiego,https://www.otodom.pl/pl/oferta/strych-na-jackowskiego-ID4xIR7
67138501,315 000 zł,34m²,9 265 zł/m²,2,ul. Marcina Kasprzaka, Łazarz, Grunwald, Poznań, wielkopolskie,suterena,nie,500 zł,"Mieszkanie, 34 m², Poznań",https://www.otodom.pl/pl/oferta/mieszkanie-34-m-poznan-ID4xHN3
