ID,Cena,Powierzchnia,Cena za metr,Pokoje,Ulica,Dzielnica,Obszar administracyjny,Miasto,Województwo,Piętro,Winda,Czynsz,Tytuł,Link
66865856,319 000 zł,27m²,11 815 zł/m²,1,os. Przyjaźni, Winogrady, Stare Miasto, Poznań, wielkopolskie,4 piętro,tak,547 zł,"Na sprzedaż kawalerka – os. Przyjaźni, Poznań (Winogrady)",https://www.otodom.pl/pl/oferta/na-sprzedaz-kawalerka-os-przyjazni-poznan-winogrady-ID4vyRy
66796217,329 000 zł,21.5m²,15 302 zł/m²,1,ul. Husarska, Kasztelanów, Grunwald, Poznań, wielkopolskie,4 piętro,nie,300 zł,gotowiec inwestycyjny na Grunwaldzie,https://www.otodom.pl/pl/oferta/gotowiec-inwestycyjny-na-grunwaldzie-ID4vgKl
66952880,345 000 zł,27m²,12 778 zł/m²,1,os. Kosmonautów, Winogrady, Stare Miasto, Poznań, wielkopolskie,10+ piętro,tak,375 zł,Kawalerka | 27m2 | Winogrady | os. Kosmonautów,https://www.otodom.pl/pl/oferta/kawalerka-27m2-winogrady-os-kosmonautow-ID4vWwa
66951305,350 000 zł,47m²,7 447 zł/m²,2,ul. św. Antoniego, Starołęka Mała, Nowe Miasto, Poznań, wielkopolskie,parter,nie,10 zł,Mieszkanie/ 47m2/ 2 pokoje / św. Antoniego/ Poznań/ Starołęka/,https://www.otodom.pl/pl/oferta/mieszkanie-47m2-2-pokoje-sw-antoniego-poznan-staroleka-ID4vW5L
66941466,345 000 zł,29m²,11 897 zł/m²,2,ul. Turkusowa, Winiary, Jeżyce, Poznań, wielkopolskie,4 piętro,tak,600 zł,2 pokoje kawalerka Sołacz ul. Turkusowa,https://www.otodom.pl/pl/oferta/2-pokoje-kawalerka-solacz-ul-turkusowa-ID4vSx4
60187642,274 023 zł,25.14m²,10 900 zł/m²,1,,Główna, Nowe Miasto, Poznań, wielkopolskie,3 piętro,tak,0 zł,Mała kawalerka z balkonem,https://www.otodom.pl/pl/oferta/mala-kawalerka-z-balkonem-ID44xyq
66933898,149 000 zł,32.38m²,4 602 zł/m²,1,,Centrum, Stare Miasto, Poznań, wielkopolskie,,tak,brak informacji,Kawalerka na 4 piętrze z windą ul. Piaskowa TBS,https://www.otodom.pl/pl/oferta/kawalerka-na-4-pietrze-z-winda-ul-piaskowa-tbs-ID4vQz0
66927796,209 000 zł,20m²,10 450 zł/m²,1,ul. Rybaki, Centrum, Stare Miasto, Poznań, wielkopolskie,parter,nie,brak informacji,"Mieszkanie, 20 m², Poznań",https://www.otodom.pl/pl/oferta/mieszkanie-20-m-poznan-ID4vOYA
66927269,308 056 zł,42.24m²,7 293 zł/m²,2,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,4 piętro,tak,brak informacji,"Mieszkanie, 42,24 m², Poznań",https://www.otodom.pl/pl/oferta/mieszkanie-42-24-m-poznan-ID4vOQ5
66927268,330 627 zł,34.95m²,9 460 zł/m²,2,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,2 piętro,tak,brak informacji,"Mieszkanie, 34,95 m², Poznań",https://www.otodom.pl/pl/oferta/mieszkanie-34-95-m-poznan-ID4vOQ4
66927265,258 376 zł,28.75m²,8 987 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,2 piętro,tak,brak informacji,"Mieszkanie, 28,75 m², Poznań",https://www.otodom.pl/pl/oferta/mieszkanie-28-75-m-poznan-ID4vOQ1
66927263,210 170 zł,25.14m²,8 360 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,3 piętro,tak,brak informacji,"Mieszkanie, 25,14 m², Poznań",https://www.otodom.pl/pl/oferta/mieszkanie-25-14-m-poznan-ID4vOPZ
66921940,349 000 zł,32m²,10 906 zł/m²,1,,Winogrady, Stare Miasto, Poznań, wielkopolskie,parter,tak,400 zł,-Na Sprzedaż-  os. Zwycięstwa- 32 m2,https://www.otodom.pl/pl/oferta/na-sprzedaz-os-zwyciestwa-32-m2-ID4vNs8
66677846,319 000 zł,25.5m²,12 510 zł/m²,1,os. Wichrowe Wzgórze, Winogrady, Stare Miasto, Poznań, wielkopolskie,10+ piętro,nie,570 zł,Wyjątkowa kawalerka na zielonych Winogradach,https://www.otodom.pl/pl/oferta/wyjatkowa-kawalerka-na-zielonych-winogradach-ID4wLX8
66983102,328 200 zł,25.28m²,12 983 zł/m²,1,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,4 piętro,nie,0,Nowa kawalerka z balkonem | Naramowicka,https://www.otodom.pl/hpr/pl/oferta/nowa-kawalerka-z-balkonem-naramowicka-ID4x3mC
66854996,39 220 zł,59.1m²,664 zł/m²,3,,Naramowice, Stare Miasto, Poznań, wielkopolskie,4 piętro,nie,brak informacji,"1/6 udziału w lokalu, Poznań, Osiedle Łokietka - nowa niższa cena.",https://www.otodom.pl/pl/oferta/1-6-udzialu-w-lokalu-poznan-osiedle-lokietka-nowa-nizsza-cena-ID4vv2o
66819142,212 100 zł,13.51m²,15 699 zł/m²,1,ul. Romana Szymańskiego, Centrum, Stare Miasto, Poznań, wielkopolskie,parter,nie,brak informacji,1-pokojowe mieszkanie 13m2 Bezpośrednio,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-13m2-bezposrednio-ID4vmI6
67047296,340 000 zł,28.41m²,11 968 zł/m²,2,ul. Za Groblą, Centrum, Stare Miasto, Poznań, wielkopolskie,2 piętro,nie,350 zł,2 pokoje| Idealne dla STUDENTA | Zielny widok z okna,https://www.otodom.pl/pl/oferta/2-pokoje-idealne-dla-studenta-zielny-widok-z-okna-ID4xk40
66890368,279 000 zł,22m²,12 682 zł/m²,1,,Łazarz, Grunwald, Poznań, wielkopolskie,parter,nie,400 zł,"Kawalerka na Łazarzu, ul.Łukaszewicza 35",https://www.otodom.pl/pl/oferta/kawalerka-na-lazarzu-ul-lukaszewicza-35-ID4vFeU
66916360,339 900 zł,29m²,11 721 zł/m²,1,,Winiary, Jeżyce, Poznań, wielkopolskie,8 piętro,tak,358 zł,"ul. Turkusowa, przestronna kawalerka",https://www.otodom.pl/pl/oferta/ul-turkusowa-przestronna-kawalerka-ID4vM08
66864890,249 000 zł,30.42m²,8 185 zł/m²,2,ul. Strzelecka, Centrum, Stare Miasto, Poznań, wielkopolskie,2 piętro,nie,481 zł,Mieszkanie z rzetelną lokatorką w super lokalizacji,https://www.otodom.pl/pl/oferta/mieszkanie-z-rzetelna-lokatorka-w-super-lokalizacji-ID4vyBY
66911714,210 000 zł,27.76m²,7 565 zł/m²,1,,Główna, Nowe Miasto, Poznań, wielkopolskie,2 piętro,nie,250 zł,inwestycyjna kawalerka do remontu | 28m² | ul.Krótka 2 | blisko Śródki,https://www.otodom.pl/pl/oferta/inwestycyjna-kawalerka-do-remontu-28m-ul-krotka-2-blisko-srodki-ID4vKNc
66903130,329 000 zł,30.9m²,10 647 zł/m²,1,ul. Jawornicka, os. Mikołaja Kopernika, Grunwald, Poznań, wielkopolskie,8 piętro,nie,680 zł,Przestronna kawalerka Grunwald,https://www.otodom.pl/pl/oferta/przestronna-kawalerka-grunwald-ID4vIyK
66901159,284 500 zł,26m²,10 942 zł/m²,1,ul. Rybaki, Centrum, Stare Miasto, Poznań, wielkopolskie,parter,nie,brak informacji,"Mieszkanie, 26 m², Poznań",https://www.otodom.pl/pl/oferta/mieszkanie-26-m-poznan-ID4vI2X
66898804,329 000 zł,26.5m²,12 415 zł/m²,1,os. Przyjaźni, Winogrady, Stare Miasto, Poznań, wielkopolskie,3 piętro,tak,brak informacji,Kawalerka na Winogradach na start lub inwestycyjna,https://www.otodom.pl/pl/oferta/kawalerka-na-winogradach-na-start-lub-inwestycyjna-ID4vHqY
66708550,50 400 zł,31.9m²,1 580 zł/m²,5,rynek Łazarski, Łazarz, Grunwald, Poznań, wielkopolskie,5 piętro,nie,brak informacji,Sprzedaż udziału 1/3 w spółdz. włas. pr. do lokalu,https://www.otodom.pl/pl/oferta/sprzedaz-udzialu-1-3-w-spoldz-wlas-pr-do-lokalu-ID4wTVm
66883078,350 000 zł,33m²,10 606 zł/m²,2,,Dębiec, Wilda, Poznań, wielkopolskie,4 piętro,nie,brak informacji,Sprzedam mieszkanie Poznań Dębiec,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-poznan-debiec-ID4vDlk
66868040,326 700 zł,27.29m²,11 971 zł/m²,1,,Naramowice, Stare Miasto, Poznań, wielkopolskie,1 piętro,tak,brak informacji,1 pokojowe mieszkanie  w nowoczesnej inwestycji,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-w-nowoczesnej-inwestycji-ID4vzqM
66864905,330 000 zł,30.1m²,10 963 zł/m²,1,os. Rusa, Chartowo, Nowe Miasto, Poznań, wielkopolskie,9 piętro,nie,brak informacji,Duża jasna kawalerka Rataje Rusa do remontu,https://www.otodom.pl/pl/oferta/duza-jasna-kawalerka-rataje-rusa-do-remontu-ID4vyCd
66864650,265 000 zł,29.52m²,8 977 zł/m²,2,ul. Jana Żupańskiego, Wilda, Wilda, Poznań, wielkopolskie,4 piętro,tak,450 zł,Mieszkanie z potencjałem inwestycyjnym | Wilda,https://www.otodom.pl/pl/oferta/mieszkanie-z-potencjalem-inwestycyjnym-wilda-ID4vyy6
66862861,259 000 zł,21.22m²,12 205 zł/m²,2,ul. Stanisława Staszica, Jeżyce, Jeżyce, Poznań, wielkopolskie,1 piętro,nie,brak informacji,"Dwie kawalerki, idealne pod inwestycję",https://www.otodom.pl/pl/oferta/dwie-kawalerki-idealne-pod-inwestycje-ID4vy5f
66857548,269 000 zł,29.01m²,9 273 zł/m²,2,ul. Jana Żupańskiego, Wilda, Wilda, Poznań, wielkopolskie,3 piętro,nie,450 zł,Inwestycja na Wildzie! | 2 pokoje w Kamienicy,https://www.otodom.pl/pl/oferta/inwestycja-na-wildzie-2-pokoje-w-kamienicy-ID4vvHy
66857336,327 690 zł,36.41m²,9 000 zł/m²,2,ul. Jana Żupańskiego, Wilda, Wilda, Poznań, wielkopolskie,4 piętro,nie,450 zł,Mieszkanie inwestycyjne na Wildzie | Kamienica,https://www.otodom.pl/pl/oferta/mieszkanie-inwestycyjne-na-wildzie-kamienica-ID4vvE8
66856091,339 000 zł,33.8m²,10 030 zł/m²,2,os. Kosmonautów, Winogrady, Stare Miasto, Poznań, wielkopolskie,1 piętro,nie,brak informacji,2 pokoje w niskim bloku Winogrady os. Kosmonautów,https://www.otodom.pl/pl/oferta/2-pokoje-w-niskim-bloku-winogrady-os-kosmonautow-ID4vvk3
66854770,268 500 zł,28.25m²,9 504 zł/m²,2,ul. Jana Żupańskiego, Wilda, Wilda, Poznań, wielkopolskie,4 piętro,nie,brak informacji,Mieszkanie dla inwestora | Kamienica | Wilda,https://www.otodom.pl/pl/oferta/mieszkanie-dla-inwestora-kamienica-wilda-ID4vwYK
66890368,279 000 zł,22m²,12 682 zł/m²,1,,Łazarz, Grunwald, Poznań, wielkopolskie,parter,nie,400 zł,"Kawalerka na Łazarzu, ul.Łukaszewicza 35",https://www.otodom.pl/hpr/pl/oferta/kawalerka-na-lazarzu-ul-lukaszewicza-35-ID4vFeU
66854996,39 220 zł,59.1m²,664 zł/m²,3,,Naramowice, Stare Miasto, Poznań, wielkopolskie,4 piętro,nie,brak informacji,"1/6 udziału w lokalu, Poznań, Osiedle Łokietka - nowa niższa cena.",https://www.otodom.pl/pl/oferta/1-6-udzialu-w-lokalu-poznan-osiedle-lokietka-nowa-nizsza-cena-ID4vv2o
67047296,340 000 zł,28.41m²,11 968 zł/m²,2,ul. Za Groblą, Centrum, Stare Miasto, Poznań, wielkopolskie,2 piętro,nie,350 zł,2 pokoje| Idealne dla STUDENTA | Zielny widok z okna,https://www.otodom.pl/pl/oferta/2-pokoje-idealne-dla-studenta-zielny-widok-z-okna-ID4xk40
66874803,268 900 zł,21.88m²,12 290 zł/m²,1,,Marlewo, Nowe Miasto, Poznań, wielkopolskie,2 piętro,nie,brak informacji,Nowa kawalerka z balkonem! Blisko centrum i lasu!,https://www.otodom.pl/pl/oferta/nowa-kawalerka-z-balkonem-blisko-centrum-i-lasu-ID4vBbR
65917714,239 000 zł,17.9m²,13 352 zł/m²,1,ul. Gruszkowa, Dębiec, Wilda, Poznań, wielkopolskie,2 piętro,nie,100 zł,Kawalerka ul. Gruszkowa w Poznaniu,https://www.otodom.pl/pl/oferta/kawalerka-ul-gruszkowa-w-poznaniu-ID4sAcV
66814874,43 000 zł,22m²,1 955 zł/m²,1,ul. Grudzieniec, Sołacz, Jeżyce, Poznań, wielkopolskie,parter,nie,0,Garaż 22 m2 ul. Grudziniec/Jeżyce.,https://www.otodom.pl/pl/oferta/garaz-22-m2-ul-grudziniec-jezyce-ID4vlBg
66813476,345 000 zł,27m²,12 778 zł/m²,1,os. Pod Lipami, Winogrady, Stare Miasto, Poznań, wielkopolskie,3 piętro,tak,430 zł,"kawalerka Winogrady, os Pod Lipami gotowa",https://www.otodom.pl/pl/oferta/kawalerka-winogrady-os-pod-lipami-gotowa-ID4vleI
66810064,326 000 zł,29.74m²,10 962 zł/m²,1,ul. Antoniego Kosińskiego, Wilda, Wilda, Poznań, wielkopolskie,parter,nie,385 zł,"ładna kawalerka, doskonała lokalizcja",https://www.otodom.pl/pl/oferta/ladna-kawalerka-doskonala-lokalizcja-ID4vklG
66755867,259 000 zł,43.9m²,5 900 zł/m²,2,ks. P. Wawrzyniaka, Jeżyce, Jeżyce, Poznań, wielkopolskie,parter,nie,brak informacji,Okazja⭐Stan Deweloperski⭐Jeżyce Po Rewitalizacji,https://www.otodom.pl/pl/oferta/okazjastan-deweloperskijezyce-po-rewitalizacji-ID4v6fx
66800410,260 000 zł,19.4m²,13 402 zł/m²,1,ul. Solna, Centrum, Stare Miasto, Poznań, wielkopolskie,parter,nie,0,Kawalerka do remontu na Solnej,https://www.otodom.pl/pl/oferta/kawalerka-do-remontu-na-solnej-ID4vhPY
66773765,355 000 zł,30.19m²,11 759 zł/m²,1,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,2 piętro,tak,brak informacji,Kawalerka30m2-MieszkanieNaStart/InwestycjaNaNajem,https://www.otodom.pl/pl/oferta/kawalerka30m2-mieszkanienastart-inwestycjananajem-ID4vaUd
66744317,319 000 zł,30.75m²,10 374 zł/m²,1,ul. Sypniewo, Sypniewo, Nowe Miasto, Poznań, wielkopolskie,2 piętro,nie,0,Mieszkanie plus miejsce parkingowe Sypniewo,https://www.otodom.pl/pl/oferta/mieszkanie-plus-miejsce-parkingowe-sypniewo-ID4v3ff
66755235,349 900 zł,31.6m²,11 073 zł/m²,1,ul. Górczyńska, Górczyn, Grunwald, Poznań, wielkopolskie,2 piętro,nie,360 zł,Górczyn - idealna kawalerka dla singla/pary,https://www.otodom.pl/pl/oferta/gorczyn-idealna-kawalerka-dla-singla-pary-ID4v65l
67047296,340 000 zł,28.41m²,11 968 zł/m²,2,ul. Za Groblą, Centrum, Stare Miasto, Poznań, wielkopolskie,2 piętro,nie,350 zł,2 pokoje| Idealne dla STUDENTA | Zielny widok z okna,https://www.otodom.pl/pl/oferta/2-pokoje-idealne-dla-studenta-zielny-widok-z-okna-ID4xk40
66551229,335 000 zł,25.36m²,13 210 zł/m²,1,ul. Krótka, Główna, Nowe Miasto, Poznań, wielkopolskie,1 piętro,nie,130 zł,Jasna kawalerka w stylu LOFT - okolice Śródki - P-ń,https://www.otodom.pl/pl/oferta/jasna-kawalerka-w-stylu-loft-okolice-srodki-p-n-ID4wf0W
66874803,268 900 zł,21.88m²,12 290 zł/m²,1,,Marlewo, Nowe Miasto, Poznań, wielkopolskie,2 piętro,nie,brak informacji,Nowa kawalerka z balkonem! Blisko centrum i lasu!,https://www.otodom.pl/pl/oferta/nowa-kawalerka-z-balkonem-blisko-centrum-i-lasu-ID4vBbR
66730629,292 300 zł,19.62m²,14 898 zł/m²,1,ul. Romana Szymańskiego, Centrum, Stare Miasto, Poznań, wielkopolskie,parter,nie,brak informacji,1-pokojowe mieszkanie 19m2 Bez Prowizji,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-19m2-bez-prowizji-ID4wZGt
66730629,292 300 zł,19.62m²,14 898 zł/m²,1,ul. Romana Szymańskiego, Centrum, Stare Miasto, Poznań, wielkopolskie,parter,nie,brak informacji,1-pokojowe mieszkanie 19m2 Bez Prowizji,https://www.otodom.pl/hpr/pl/oferta/1-pokojowe-mieszkanie-19m2-bez-prowizji-ID4wZGt
66854996,39 220 zł,59.1m²,664 zł/m²,3,,Naramowice, Stare Miasto, Poznań, wielkopolskie,4 piętro,nie,brak informacji,"1/6 udziału w lokalu, Poznań, Osiedle Łokietka - nowa niższa cena.",https://www.otodom.pl/pl/oferta/1-6-udzialu-w-lokalu-poznan-osiedle-lokietka-nowa-nizsza-cena-ID4vv2o
66819142,212 100 zł,13.51m²,15 699 zł/m²,1,ul. Romana Szymańskiego, Centrum, Stare Miasto, Poznań, wielkopolskie,parter,nie,brak informacji,1-pokojowe mieszkanie 13m2 Bezpośrednio,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-13m2-bezposrednio-ID4vmI6
67047296,340 000 zł,28.41m²,11 968 zł/m²,2,ul. Za Groblą, Centrum, Stare Miasto, Poznań, wielkopolskie,2 piętro,nie,350 zł,2 pokoje| Idealne dla STUDENTA | Zielny widok z okna,https://www.otodom.pl/pl/oferta/2-pokoje-idealne-dla-studenta-zielny-widok-z-okna-ID4xk40
66589681,329 785 zł,26.85m²,12 282 zł/m²,1,ul. Naramowicka, Winogrady, Stare Miasto, Poznań, wielkopolskie,1 piętro,tak,brak informacji,Nowoczesne mieszkanie - atrakcyjna lokalizacja,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-atrakcyjna-lokalizacja-ID4wp17
66589530,337 773 zł,26.85m²,12 580 zł/m²,1,ul. Naramowicka 100, Winogrady, Stare Miasto, Poznań, wielkopolskie,3 piętro,tak,brak informacji,Komfortowe mieszkanie w Poznaniu,https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-w-poznaniu-ID4woYG
65925128,319 000 zł,46.94m²,6 796 zł/m²,1,ul. Piotra Wawrzyniaka, Jeżyce, Jeżyce, Poznań, wielkopolskie,3 piętro,nie,320 zł,Okazja inwestycyjna - poddasze w sercu Jeżyc,https://www.otodom.pl/pl/oferta/okazja-inwestycyjna-poddasze-w-sercu-jezyc-ID4sC8v
66618676,330 000 zł,35.66m²,9 254 zł/m²,1,ul. Żurawia, Jeżyce, Jeżyce, Poznań, wielkopolskie,3 piętro,nie,615 zł,Poznań Jeżyce – 35 m² w kamienicy po rewitalizacji,https://www.otodom.pl/pl/oferta/poznan-jezyce-35-m-w-kamienicy-po-rewitalizacji-ID4wvyM
66572724,60 900 zł,37m²,1 646 zł/m²,1,ul. Folwarczna, Franowo, Nowe Miasto, Poznań, wielkopolskie,2 piętro,nie,brak informacji,"Mieszkanie, 37 m², Poznań",https://www.otodom.pl/pl/oferta/mieszkanie-37-m-poznan-ID4wkBC
66501448,355 000 zł,26.6m²,13 346 zł/m²,1,ul. Floriana Stablewskiego, Łazarz, Grunwald, Poznań, wielkopolskie,4 piętro,nie,350 zł,Słoneczna kawalerka z antresola tuż przy Arenie,https://www.otodom.pl/pl/oferta/sloneczna-kawalerka-z-antresola-tuz-przy-arenie-ID4w240
66497908,288 000 zł,25.17m²,11 442 zł/m²,1,ul. Za Groblą, Centrum, Stare Miasto, Poznań, wielkopolskie,5 piętro,nie,300 zł,Kawalerka do remontu| Centrum Poznania,https://www.otodom.pl/pl/oferta/kawalerka-do-remontu-centrum-poznania-ID4w18U
66496725,354 646 zł,25.33m²,14 001 zł/m²,1,ul. Naramowicka, Winogrady, Stare Miasto, Poznań, wielkopolskie,parter,nie,brak informacji,Kawalerka z ogródkiem | 0% prowizji | Winogrady,https://www.otodom.pl/pl/oferta/kawalerka-z-ogrodkiem-0-prowizji-winogrady-ID4w0PP
66483355,332 500 zł,27.29m²,12 184 zł/m²,1,,Naramowice, Stare Miasto, Poznań, wielkopolskie,2 piętro,tak,brak informacji,Nowa inwestycja | 0 % prowizji | Naramowice,https://www.otodom.pl/pl/oferta/nowa-inwestycja-0-prowizji-naramowice-ID4uXmb
66069006,320 000 zł,55.19m²,5 798 zł/m²,2,ul. Piekary, Centrum, Stare Miasto, Poznań, wielkopolskie,4 piętro,nie,200 zł,Mieszkanie do remontu | udział w kamienicy,https://www.otodom.pl/pl/oferta/mieszkanie-do-remontu-udzial-w-kamienicy-ID4tdz8
66445424,193 000 zł,53m²,3 642 zł/m²,2,ul. Macieja Palacza, Łazarz, Grunwald, Poznań, wielkopolskie,1 piętro,nie,brak informacji,"Mieszkanie, 53 m², Poznań",https://www.otodom.pl/pl/oferta/mieszkanie-53-m-poznan-ID4uNuo
66442712,212 604 zł,25.31m²,8 400 zł/m²,2,,Górczyn, Grunwald, Poznań, wielkopolskie,1 piętro,tak,brak informacji,"Kawalerka z antresolą, nowoczesne osiedle",https://www.otodom.pl/pl/oferta/kawalerka-z-antresola-nowoczesne-osiedle-ID4uMME
66387244,310 000 zł,48.42m²,6 402 zł/m²,2,ul. Marcelego Mottego, Łazarz, Grunwald, Poznań, wielkopolskie,parter,nie,1 152 zł,"Na parterze, ul. Marcelego Mottego, 2 pokoje",https://www.otodom.pl/pl/oferta/na-parterze-ul-marcelego-mottego-2-pokoje-ID4uym0
66254442,335 000 zł,35.03m²,9 563 zł/m²,2,ul. Za Groblą, Centrum, Stare Miasto, Poznań, wielkopolskie,5 piętro,nie,350 zł,Kawalerka w samym Centrum! Rewitalizacja kamienicy,https://www.otodom.pl/pl/oferta/kawalerka-w-samym-centrum-rewitalizacja-kamienicy-ID4tZO2
65067728,299 900 zł,28m²,10 711 zł/m²,1,ul. Długa, Centrum, Stare Miasto, Poznań, wielkopolskie,5 piętro,nie,220 zł,Centrum - kawalerka w kamienicy,https://www.otodom.pl/pl/oferta/centrum-kawalerka-w-kamienicy-ID4p15u
62935056,340 000 zł,31.73m²,10 715 zł/m²,1,ul. Przepiórcza, Junikowo, Grunwald, Poznań, wielkopolskie,parter,nie,380 zł,"Cicha i zielona okolica, idealne pod wynajem.",https://www.otodom.pl/pl/oferta/cicha-i-zielona-okolica-idealne-pod-wynajem-ID4g4hy
